_id,Inspections.ClosedDate,inspections.OpenedDate,latitude,longitude,propertyAddress,propertyWard,violations.violationDescription,violations.violationFireCode
169096,2019-01-22T12:00:00,2017-09-27T09:15:00,43.65036,-79.36099,33 Mill St,10,2.2.3.3 Operation of closures,2.2.3.3
169097,2019-04-10T11:00:16,2018-10-02T12:00:05,43.65083,-79.3712,168 King St E,13,2.8.2.1 Measures in a fire safety plan,2.8.2.1
169098,2019-06-05T16:30:00,2018-09-05T14:45:31,43.65121,-79.35894,70 Mill St,13,"2.7.2.2 Requirements for locking, latching and fastening devices",2.7.2.2
169099,2019-06-05T16:30:00,2018-09-05T14:45:31,43.65121,-79.35894,70 Mill St,13,6.3.1.4 Fire Alarm Maintenance ,6.3.1.4
169100,2019-06-14T00:00:03,2019-03-13T13:17:54,43.64009,-79.37859,65 Harbour Sq,10,6.3.1.4 Fire Alarm Maintenance ,6.3.1.4
169101,2018-09-25T10:30:24,2018-06-22T09:30:39,43.648790000000005,-79.36888,158 The Esplanade,13,,
169102,2018-12-18T15:30:00,2018-05-28T12:15:00,43.65067,-79.36901,159 Frederick St,13,2.4.1.1 Accumulation of combustible materials,2.4.1.1
169103,2019-06-04T10:30:02,2018-10-24T17:00:02,43.65979,-79.36265,225 Sackville St,13,"6.5.1.2 Repair, replacement, alterations, inspection, testing and maintenance",6.5.1.2
169104,2018-07-23T11:34:06,2018-03-19T15:11:03,43.65485,-79.38467,111 Elizabeth St,10,2.16.2.1 Installation requirements,2.16.2.1
169105,2018-07-23T11:34:06,2018-03-19T15:11:03,43.65485,-79.38467,111 Elizabeth St,10,2.7.1.7 Maintenance and lighting for exits,2.7.1.7
169106,2018-07-23T11:34:06,2018-03-19T15:11:03,43.65485,-79.38467,111 Elizabeth St,10,2.8.2.5 Posting fire emergency procedures,2.8.2.5
169107,2019-01-18T15:51:00,2018-04-30T16:16:18,43.66873,-79.38825,44 Charles St W,11,9.6.3.6 Exit signs,9.6.3.6
169108,2018-06-21T11:42:12,2018-03-01T11:52:38,43.65563,-79.37585,75 Dalhousie St,13,2.16.2.1 Installation requirements,2.16.2.1
169109,2019-03-25T15:06:46,2018-08-21T07:52:15,43.65936,-79.3758,256 Jarvis St,13,6.2.7.2 Examination,6.2.7.2
169110,2018-11-20T10:20:21,2018-03-28T13:40:53,43.661120000000004,-79.37658,298 Jarvis St,13,2.2.3.2 Maintenance of closures,2.2.3.2
169111,2018-08-16T00:00:00,2018-08-16T00:00:00,43.667390000000005,-79.39003000000001,70 St Mary St,11,,
169112,2019-05-01T08:00:00,2018-07-17T15:00:00,43.66551,-79.38333,22 Wellesley St E,13,2.7.1.7 Maintenance and lighting for exits,2.7.1.7
169113,2019-05-01T08:00:00,2018-07-17T15:00:00,43.66551,-79.38333,22 Wellesley St E,13,6.3.4.3 Duty to maintain in operating condition,6.3.4.3
169114,2019-01-28T15:46:22,2018-05-08T12:00:00,43.6605,-79.38396999999999,424 Yonge St,11,2.7.3.1 Exit signs,2.7.3.1
169115,2018-05-16T10:07:06,2018-03-01T12:25:23,43.64573,-79.39961,461 Adelaide St W,10,1.1.2.3./6.3.2.2. Records of Test (Fire Alarm),1.1.2.3./6.3.2.2.
169116,2018-11-08T13:13:06,2018-05-09T14:46:04,43.64347,-79.39872,500 Wellington St W,10,6.2.4.1 Where portable extinguishers required,6.2.4.1
169117,2018-10-03T12:51:10,2018-05-09T14:31:45,43.64343,-79.3991,508 Wellington St W,10,2.2.3.2 Maintenance of closures,2.2.3.2
169118,2018-08-03T09:43:25,2018-03-01T15:49:51,43.6658,-79.40361,736 Spadina Ave,11,,
169119,2018-02-06T14:15:01,2018-02-06T14:15:01,43.773340000000005,-79.34555999999999,125 George Henry Blvd,17,"6.5.1.1 Repair, replacement, alterations, inspection, testing and maintenance",6.5.1.1
169120,2018-02-27T13:27:44,2018-02-27T13:27:44,43.73325,-79.25927,120 Town Haven Pl,20,,
169121,2019-04-15T10:30:34,2018-02-27T09:30:23,43.66527,-79.38776,1000 Bay St,11,2.2.3.2 Maintenance of closures,2.2.3.2
169122,2018-04-25T12:20:10,2018-02-26T14:40:09,43.76925,-79.34166,25 Parkway Forest Dr,17,6.4.1.3 Fire department connections,6.4.1.3
169123,2018-02-28T10:39:23,2018-02-28T10:20:55,43.72555,-79.25176,5 Greystone Dr,20,,
169124,2018-03-01T07:50:24,2018-03-01T07:50:24,43.75444,-79.5871,2765 Kipling Ave,1,,
169125,2018-04-04T08:34:49,2018-02-23T17:19:40,43.78127,-79.23075,40 Tuxedo Crt,24,7.2.2.1 Testing,7.2.2.1
169126,2018-08-16T14:36:30,2018-05-01T15:55:40,43.69834,-79.54639,236 Dixon Rd,1,2.2.3.2 Maintenance of closures,2.2.3.2
169127,2019-08-27T13:19:21,2018-02-28T11:00:54,43.67284,-79.39044,1331 Bay St,11,1.1.2.3./2.7.3.3.(3) Records of Test (Emergency Lighting),1.1.2.3./2.7.3.3.(3)
169128,2019-08-27T13:19:21,2018-02-28T11:00:54,43.67284,-79.39044,1331 Bay St,11,2.2.1.1 Damaged fire separations,2.2.1.1
169129,2019-08-27T13:19:21,2018-02-28T11:00:54,43.67284,-79.39044,1331 Bay St,11,2.2.3.2 Maintenance of closures,2.2.3.2
169130,2018-02-28T12:00:40,2018-02-28T12:00:40,43.725429999999996,-79.30583,1770 Eglinton Ave E,16,,
169131,2018-05-31T09:15:00,2018-02-27T10:45:00,43.77984,-79.41396,26 Olive Ave,18,2.4.1.1 Accumulation of combustible materials,2.4.1.1
169132,2018-07-04T14:03:01,2018-03-01T08:07:02,43.68612,-79.41711,10 Tichester Rd,12,9.6.3.6 Exit signs,9.6.3.6
169133,2018-07-27T16:14:53,2018-03-01T08:11:57,43.68778,-79.38899,10 Avoca Ave,12,1.1.2.3./6.5.5.7. Records of Test (Electrical Supervision),1.1.2.3./6.5.5.7.
169134,2018-07-27T16:14:53,2018-03-01T08:11:57,43.68778,-79.38899,10 Avoca Ave,12,6.6.3.3 Inspection of fire pumps,6.6.3.3
169135,2018-12-05T11:15:16,2018-03-01T08:08:31,43.687329999999996,-79.39939,112 St Clair Ave W,12,1.1.2.3./7.2.2.1. Records of Test (Elevator),1.1.2.3./7.2.2.1.
169136,2018-12-05T11:15:16,2018-03-01T08:08:31,43.687329999999996,-79.39939,112 St Clair Ave W,12,2.7.1.7 Maintenance and lighting for exits,2.7.1.7
169137,2018-06-06T15:32:16,2018-03-01T08:09:23,43.69797,-79.39213000000001,155 Balliol St,12,2.4.1.1 Accumulation of combustible materials,2.4.1.1
169138,2018-06-06T15:32:16,2018-03-01T08:09:23,43.69797,-79.39213000000001,155 Balliol St,12,9.6.2.6 Protection of openings in fire separations,9.6.2.6
169139,2018-10-03T12:26:58,2018-05-01T14:00:42,43.76024,-79.40833,35 Bales Ave,18,2.5.1.2 Maintaining access free of obstructions,2.5.1.2
169140,2019-04-15T13:01:03,2018-03-27T14:11:48,43.77317,-79.41544,30 Canterbury Pl,18,6.3.1.4 Fire Alarm Maintenance ,6.3.1.4
169141,2019-01-18T11:00:07,2018-10-04T13:30:08,43.74886,-79.26664,101 Prudential Dr,21,1.1.2.3./6.5.5.3. Records of Test (Water Flow Test),1.1.2.3./6.5.5.3.
169142,2019-02-07T02:30:00,2018-03-02T11:15:00,43.76919,-79.38271,642 Sheppard Ave E,17,2.2.1.1 Damaged fire separations,2.2.1.1
169143,2019-02-07T02:30:00,2018-03-02T11:15:00,43.76919,-79.38271,642 Sheppard Ave E,17,2.2.3.2 Maintenance of closures,2.2.3.2
169144,2019-02-07T02:30:00,2018-03-02T11:15:00,43.76919,-79.38271,642 Sheppard Ave E,17,2.8.1.1 Application,2.8.1.1
169145,2019-02-07T02:30:00,2018-03-02T11:15:00,43.76919,-79.38271,642 Sheppard Ave E,17,9.6.3.9 Emergency lighting,9.6.3.9
169146,2018-09-25T07:44:31,2018-03-14T09:25:35,43.807809999999996,-79.26539,5039 Finch Ave E,23,1.1.2.3./7.2.2.1. Records of Test (Elevator),1.1.2.3./7.2.2.1.
169147,2018-09-25T07:44:31,2018-03-14T09:25:35,43.807809999999996,-79.26539,5039 Finch Ave E,23,6.2.1.3 Location,6.2.1.3
169148,2018-05-08T00:00:00,2018-03-19T00:00:00,43.773309999999995,-79.25537,50 Town Centre Crt,21,2.2.2.1 Damaged fire separations,2.2.2.1
169149,2018-04-20T08:35:11,2018-03-14T13:45:20,43.6192,-79.48305,2267 Lake Shore Blvd W,3,2.2.3.2 Maintenance of closures,2.2.3.2
169150,2018-09-21T17:00:33,2018-02-26T10:29:15,43.59069,-79.54420999999999,3845 Lake Shore Blvd W,3,6.3.1.4 Fire Alarm Maintenance ,6.3.1.4
169151,2018-03-07T15:16:33,2018-03-05T15:00:40,43.62896,-79.47778000000001,2111 Lake Shore Blvd W,3,,
169152,2018-03-08T16:08:40,2018-03-06T16:50:12,43.643809999999995,-79.39166999999999,20 Blue Jays Way,10,,
169153,2018-09-12T09:31:06,2018-03-06T16:40:02,43.64779,-79.52585,1276 Islington Ave,3,,
169154,2018-09-12T10:07:08,2018-04-18T16:39:19,43.65571,-79.4564,1638 Bloor St W,4,2.2.3.3 Operation of closures,2.2.3.3
169155,2019-05-30T14:31:36,2018-03-27T14:26:23,43.65208,-79.44944,24 Howard Park Ave,4,2.2.2.1 Damaged fire separations,2.2.2.1
169156,2019-05-30T14:31:36,2018-03-27T14:26:23,43.65208,-79.44944,24 Howard Park Ave,4,2.7.1.7 Maintenance and lighting for exits,2.7.1.7
169157,2019-05-30T14:31:36,2018-03-27T14:26:23,43.65208,-79.44944,24 Howard Park Ave,4,6.4.2.7 Hose cabinets,6.4.2.7
169158,2019-03-04T16:17:38,2018-03-28T17:26:23,43.65035,-79.44440999999999,383 Sorauren Ave,4,"1.1.1.2 Check, inspect and test",1.1.1.2
169159,2018-05-31T00:00:00,2018-03-06T14:00:00,43.77925,-79.41441999999999,20 Olive Ave,18,2.2.3.2 Maintenance of closures,2.2.3.2
169160,2018-03-14T16:25:20,2017-11-23T00:00:00,43.66203,-79.38454,18 Grenville St,13,2.4.1.1 Accumulation of combustible materials,2.4.1.1
169161,2018-02-06T16:41:37,2017-11-10T00:00:00,43.70046,-79.3445,43 Thorncliffe Park Dr,15,7.2.2.1 Testing,7.2.2.1
169162,2017-11-16T16:30:54,2017-11-14T13:00:01,43.66537,-79.34485,444 Logan Ave,14,,
169163,2017-11-27T10:08:49,2017-11-13T11:58:57,43.717209999999994,-79.301,90 Parma Crt,19,,
169164,2017-11-15T12:40:36,2017-11-15T12:40:36,43.69737,-79.39499,45 Balliol St,12,,
169165,2018-05-03T14:54:14,2017-11-09T08:29:05,43.78698,-79.35194,225 Van Horne Ave,17,1.1.2.3./6.3.2.2. Records of Test (Fire Alarm),1.1.2.3./6.3.2.2.
169166,2018-05-03T14:54:14,2017-11-09T08:29:05,43.78698,-79.35194,225 Van Horne Ave,17,2.2.3.3 Operation of closures,2.2.3.3
169167,2018-05-03T14:54:14,2017-11-09T08:29:05,43.78698,-79.35194,225 Van Horne Ave,17,2.7.3.3 Emergency lighting,2.7.3.3
169168,2018-04-30T16:01:52,2017-11-14T13:37:05,43.70892,-79.47943000000001,1440 Lawrence Ave W,5,"2.7.2.2 Requirements for locking, latching and fastening devices",2.7.2.2
169169,2017-11-21T16:08:18,2017-11-14T16:30:19,43.65911,-79.37634,145 Mutual St,13,,
169170,2017-11-16T14:54:04,2017-11-15T10:14:24,43.742540000000005,-79.56701,2745 Islington Ave,1,,
169171,2019-03-28T14:08:48,2017-11-15T08:42:31,43.74935,-79.54943,10 Jayzel Dr,7,6.3.3.3 Duty to maintain in operating condition,6.3.3.3
169172,2017-12-12T17:56:26,2017-11-21T17:21:04,43.627390000000005,-79.47841,2121 Lake Shore Blvd W,3,,
169173,2017-11-23T09:38:19,2017-11-23T09:38:19,43.69684,-79.55253,320 Dixon Rd,1,,
169174,2018-03-16T15:54:37,2017-12-06T16:08:01,43.780159999999995,-79.34638000000001,8 Godstone Rd,17,6.5.1.5 Obstructions,6.5.1.5
169175,2018-02-02T00:00:00,2017-11-21T00:00:00,43.750640000000004,-79.26384,1385 Midland Ave,21,"6.5.1.2 Repair, replacement, alterations, inspection, testing and maintenance",6.5.1.2
169176,2018-03-01T08:43:47,2017-11-22T16:39:21,43.761359999999996,-79.32645,1274 York Mills Rd,16,"6.2.7.1 Inspection, Testing and Maintenance ",6.2.7.1
169177,2018-02-21T17:05:05,2017-12-07T16:58:35,43.73811,-79.30868000000001,1780 Victoria Park Ave,16,6.2.1.2 Maintenance,6.2.1.2
169178,2017-11-24T14:41:28,2017-11-22T13:18:45,43.703959999999995,-79.42447,15 Shallmar Blvd,8,,
169179,2017-12-01T16:34:27,2017-11-28T11:22:17,43.646409999999996,-79.53041999999999,57 Mabelle Ave,3,,
169180,2017-11-27T17:55:45,2017-11-27T17:55:45,43.66807,-79.37366,200 Wellesley St E,13,,
169181,2018-01-11T10:36:05,2017-11-28T17:25:00,43.778290000000005,-79.32412,2739 Victoria Park Ave,22,2.2.3.2 Maintenance of closures,2.2.3.2
169182,2018-04-19T10:00:00,2017-11-17T12:00:00,43.66308,-79.381,51 Alexander St,13,2.2.3.4 Door in a fire separation,2.2.3.4
169183,2017-12-05T15:30:50,2017-12-05T15:30:50,43.69229,-79.28711,10 Macey Ave,20,,
169184,2018-08-07T11:55:11,2017-12-01T16:52:10,43.66901,-79.40187,485 Huron St,11,2.7.1.7 Maintenance and lighting for exits,2.7.1.7
169185,2018-03-21T14:30:57,2017-12-01T10:00:26,43.78535,-79.4468,6000 Bathurst St,6,2.2.3.2 Maintenance of closures,2.2.3.2
169186,2018-02-27T12:03:21,2017-12-20T10:10:19,43.68793,-79.50418,65 B Emmett Ave,5,6.2.1.2 Maintenance,6.2.1.2
169187,2018-02-01T13:19:26,2017-12-05T08:29:14,43.755309999999994,-79.43694,569 Sheppard Ave W,6,1.1.2.1./6.4.3.5. Records of Test (Flow and Pressure Tests),1.1.2.1./6.4.3.5.
169188,2018-02-01T13:19:26,2017-12-05T08:29:14,43.755309999999994,-79.43694,569 Sheppard Ave W,6,2.2.3.2 Maintenance of closures,2.2.3.2
169189,2018-09-07T14:35:55,2017-12-06T14:24:21,43.70753,-79.5347,2450 Weston Rd,5,7.2.2.1 Testing,7.2.2.1
169190,2018-01-09T07:54:41,2017-12-08T11:02:03,43.70812,-79.50445,1855 Jane St,5,2.2.3.2 Maintenance of closures,2.2.3.2
169191,2018-06-28T16:56:18,2017-12-14T09:34:28,43.755390000000006,-79.51782,2970 Jane St,7,2.8.2.1 Measures in a fire safety plan,2.8.2.1
169192,2019-01-22T14:59:55,2017-12-06T10:03:32,43.76517,-79.50945,310 Niska Rd,7,2.4.1.1 Accumulation of combustible materials,2.4.1.1
169193,2018-03-06T13:43:06,2017-12-01T10:27:58,43.74969,-79.55739,25 Duncanwoods Dr,7,2.2.2.1 Damaged fire separations,2.2.2.1
169194,2019-02-07T14:34:43,2017-12-28T16:51:31,43.747859999999996,-79.43705,4160 Bathurst St,6,2.4.1.2 Furniture in corridors serving guest suites,2.4.1.2
169195,2018-07-03T17:00:00,2017-12-28T09:30:32,43.76928,-79.52280999999999,215 Gosford Blvd,7,2.4.1.1 Accumulation of combustible materials,2.4.1.1
169196,2018-12-13T09:06:09,2017-12-11T11:19:50,43.78608,-79.44773,12 Rockford Rd,6,1.1.2.3./6.2.7.5. Records of Test (Fire Extinguishers),1.1.2.3./6.2.7.5.
169197,2018-12-13T09:06:09,2017-12-11T11:19:50,43.78608,-79.44773,12 Rockford Rd,6,2.2.2.1 Damaged fire separations,2.2.2.1
169198,2018-04-18T10:54:03,2017-12-11T12:41:32,43.78367,-79.44499,485 Patricia Ave,18,1.1.2.3./6.3.2.2. Records of Test (Fire Alarm),1.1.2.3./6.3.2.2.
169199,2019-01-16T15:01:21,2017-12-12T16:43:01,43.75442,-79.51018,15 London Green Crt,7,,
169200,2019-01-04T12:26:55,2017-12-13T14:13:31,43.76298,-79.50206,470 Sentinel Rd,7,2.2.3.2 Maintenance of closures,2.2.3.2
169201,2019-03-15T15:00:47,2017-12-14T14:46:16,43.75742,-79.49826,345 Sentinel Rd,7,"1.1.1.2 Check, inspect and test",1.1.1.2
169202,2019-03-15T15:00:47,2017-12-14T14:46:16,43.75742,-79.49826,345 Sentinel Rd,7,2.4.1.1 Accumulation of combustible materials,2.4.1.1
169203,2018-06-21T17:30:50,2017-12-05T17:00:45,43.76127,-79.50963,35 Tobermory Dr,7,2.2.3.2 Maintenance of closures,2.2.3.2
169204,2018-02-13T16:00:23,2018-02-13T11:45:17,43.77088,-79.52025,4689 Jane St,7,,
169205,2017-12-20T12:50:54,2017-12-20T12:50:54,43.69934,-79.25478000000001,10 Glen Everest Rd,20,,
169206,2017-12-18T14:28:44,2017-12-18T14:28:44,43.64968,-79.39817,38 Cameron St,10,,
169207,2018-03-02T00:00:00,2017-12-20T00:00:00,43.6984,-79.39492,33 Davisville Ave,12,2.16.2.1 Installation requirements,2.16.2.1
169208,2018-05-17T15:05:26,2017-10-04T17:27:09,43.78143,-79.34735,30 Godstone Rd,17,1.1.2.3./6.7.1.1. Records of Test (Emergency Power Systems),1.1.2.3./6.7.1.1.
169209,2018-05-17T15:05:26,2017-10-04T17:27:09,43.78143,-79.34735,30 Godstone Rd,17,6.5.1.5 Obstructions,6.5.1.5
169210,2018-01-18T00:00:00,2017-10-03T00:00:00,43.76882,-79.3473,95 Havenbrook Blvd,17,1.1.2.3./6.7.1.1. Records of Test (Emergency Power Systems),1.1.2.3./6.7.1.1.
169211,2017-11-16T16:26:14,2017-10-05T19:49:26,43.64213,-79.38363000000001,51 Lower Simcoe St,10,,
169212,2017-10-23T11:19:02,2017-10-10T10:48:24,43.65761,-79.3768,155 Dalhousie St,13,,
169213,2018-05-02T10:38:17,2017-10-25T17:16:44,43.68119,-79.56473000000001,675 Martin Grove Rd,2,6.2.1.2 Maintenance,6.2.1.2
169214,2018-05-02T10:45:04,2017-09-29T20:41:19,43.68204,-79.56597,695 Martin Grove Rd,2,6.5.6.5 Spare sprinkler heads,6.5.6.5
169215,2017-12-22T15:25:28,2017-11-09T13:21:07,43.717209999999994,-79.301,90 Parma Crt,19,2.7.3.2 Exit Signs,2.7.3.2
169216,2018-02-21T16:11:20,2017-11-29T16:43:56,43.67823,-79.5525,53 Widdicombe Hill Blvd,2,9.6.4.10 Smoke alarms,9.6.4.10
169217,2017-10-25T14:31:30,2017-10-11T11:00:10,43.65484,-79.38558,111 Chestnut St,10,2.2.3.2 Maintenance of closures,2.2.3.2
169218,2017-12-04T13:47:15,2017-09-20T13:08:39,43.62445,-79.48996,250 Manitoba St,3,6.3.4.3 Duty to maintain in operating condition,6.3.4.3
169219,2017-10-17T13:28:25,2017-10-17T13:28:25,43.69945,-79.50225,5 Harding Ave,5,,
169220,2018-01-03T00:00:00,2017-10-13T00:00:00,43.750820000000004,-79.31416,105 Rowena Dr,16,1.1.2.3./6.3.2.2. Records of Test (Fire Alarm),1.1.2.3./6.3.2.2.
169221,2018-04-11T08:49:09,2017-10-02T14:49:38,43.7405,-79.31023,1840 Victoria Park Ave,16,6.3.1.4 Fire Alarm Maintenance ,6.3.1.4
169222,2018-04-23T11:05:19,2017-12-01T12:25:30,43.63739,-79.43645,1430 King St W,4,,
169223,2017-10-19T15:32:07,2017-10-19T15:32:07,43.70832,-79.33284,701 Don Mills Rd,16,,
169224,2018-01-05T00:00:00,2017-09-19T00:00:00,43.685159999999996,-79.51325,1 Richview Rd,2,1.1.2.3./6.5.5.3. Records of Test (Water Flow Test),1.1.2.3./6.5.5.3.
169225,2017-11-23T15:49:04,2017-10-17T00:00:00,43.68065,-79.51031,10 Allanhurst Dr,2,1.1.2.2 Retention of records,1.1.2.2
169226,2017-11-23T15:49:04,2017-10-17T00:00:00,43.68065,-79.51031,10 Allanhurst Dr,2,1.1.2.3./6.3.3.8 - Records of Test (Smoke Alarms),1.1.2.3./6.3.3.8
169227,2018-01-05T00:00:00,2017-10-19T00:00:00,43.68422,-79.51523,39 Richview Rd,2,1.1.2.3./6.3.2.2. Records of Test (Fire Alarm),1.1.2.3./6.3.2.2.
169228,2018-02-16T11:23:51,2017-10-18T17:19:00,43.60136,-79.50839,1 Coin St,3,2.2.2.1 Damaged fire separations,2.2.2.1
169229,2017-10-25T13:28:40,2017-10-23T15:55:21,43.74037,-79.23806,121 Trudelle St,21,,
169230,2018-06-15T00:00:00,2017-10-18T00:00:00,43.77414,-79.34294,110 Parkway Forest Dr,17,2.2.2.1 Damaged fire separations,2.2.2.1
169231,2018-02-12T13:52:46,2018-01-10T11:30:42,43.78203,-79.2916,3825 Sheppard Ave E,22,2.16.2.1 Installation requirements,2.16.2.1
169232,2018-02-12T13:52:46,2018-01-10T11:30:42,43.78203,-79.2916,3825 Sheppard Ave E,22,2.2.3.2 Maintenance of closures,2.2.3.2
169233,2018-02-12T13:30:45,2017-12-19T11:00:09,43.776709999999994,-79.31913,2008 Pharmacy Ave,22,2.2.3.3 Operation of closures,2.2.3.3
169234,2018-04-05T00:00:00,2017-10-25T12:23:36,43.6626,-79.37709,330 Jarvis St,13,2.2.3.2 Maintenance of closures,2.2.3.2
169235,2018-07-16T10:11:18,2017-11-15T12:30:08,43.765,-79.41425,151 Beecroft Rd,18,6.3.1.2 Monitoring,6.3.1.2
169236,2019-02-05T12:34:10,2017-11-01T09:07:55,43.64042,-79.58568000000001,350 Mill Rd,2,2.2.3.2 Maintenance of closures,2.2.3.2
169237,2017-10-31T15:37:50,2017-10-27T10:42:09,43.72697,-79.25229,10 Gordonridge Pl,20,,
169238,2018-04-23T08:52:19,2017-11-17T08:29:55,43.688109999999995,-79.39799000000001,9 Deer Park Cres,12,1.1.2.3 Records to be made available on request,1.1.2.3
169239,2018-07-03T00:15:00,2017-10-27T00:00:00,43.71073,-79.39146,890 Mount Pleasant Rd,12,2.2.2.1 Damaged fire separations,2.2.2.1
169240,2017-12-05T16:31:19,2017-10-30T15:00:51,43.66178,-79.38421,15 Grenville St,13,6.3.1.4 Fire Alarm Maintenance ,6.3.1.4
169241,2018-03-12T14:27:38,2017-10-12T07:48:51,43.79757,-79.31984,3151 Bridletowne Crcl,22,6.3.4.3 Duty to maintain in operating condition,6.3.4.3
169242,2017-11-01T16:13:47,2017-11-01T16:13:47,43.68614,-79.49172,3559 Eglinton Ave W,5,,
169243,2017-12-06T11:15:01,2017-11-03T15:23:02,43.75274,-79.26106999999999,2700 Lawrence Ave E,21,6.4.2.5 Hose,6.4.2.5
169244,2018-06-04T00:00:00,2017-12-11T00:00:00,43.71621,-79.50474,20 Falstaff Ave,5,6.3.2.2 Fire alarm systems,6.3.2.2
169245,2018-02-13T10:27:52,2017-11-07T09:26:57,43.64575,-79.39761999999999,19 Brant St,10,,
169246,2018-01-10T13:49:13,2017-11-06T13:47:20,43.79193,-79.23888000000001,39 Kimbercroft Crt - A,23,2.7.2.1 Door release hardware,2.7.2.1
169247,2018-02-16T11:39:45,2017-11-06T14:54:38,43.682159999999996,-79.5643,60 Callowhill Dr,2,,
169248,2018-01-30T14:00:16,2017-11-06T09:28:09,43.76419,-79.50575,500 Murray Ross Pkwy,7,6.3.1.4 Fire Alarm Maintenance ,6.3.1.4
169249,2017-11-13T00:00:00,2017-11-07T00:00:00,43.76018,-79.33256,1216 York Mills Rd,16,1.1.2.3./6.2.7.5. Records of Test (Fire Extinguishers),1.1.2.3./6.2.7.5.
169250,2017-11-28T14:56:46,2017-11-09T10:34:50,43.74953,-79.58078,5 Rowntree Rd,1,,
169251,2018-05-24T16:42:19,2017-11-03T09:02:19,43.78747,-79.33106,60 Clipper Rd,17,2.4.1.1 Accumulation of combustible materials,2.4.1.1
169252,2018-05-24T16:42:19,2017-11-03T09:02:19,43.78747,-79.33106,60 Clipper Rd,17,9.6.2.7 Storage rooms,9.6.2.7
169253,2018-04-11T17:00:37,2017-11-02T17:12:52,43.77718,-79.34992,24 Leith Hill Rd,17,2.4.1.1 Accumulation of combustible materials,2.4.1.1
169254,2018-06-04T15:00:00,2017-10-17T15:46:12,43.67283,-79.39536,103 Avenue Rd,11,2.16.2.1 Installation requirements,2.16.2.1
169255,2017-07-19T13:36:05,2017-07-13T08:44:36,43.69907,-79.51196999999999,1765 Weston Rd,5,,
169256,2017-07-17T14:58:09,2017-07-17T14:58:09,43.64949,-79.38834,199 Richmond St W,10,,
169257,2018-10-04T10:31:13,2017-07-17T16:37:01,43.64788,-79.39102,290 Adelaide St W,10,6.3.1.1 Access,6.3.1.1
169258,2018-01-12T08:52:27,2017-10-24T13:00:38,43.70455,-79.34038000000001,71 Thorncliffe Park Dr,15,"1.1.1.2 Check, inspect and test",1.1.1.2
169259,2018-05-23T09:43:54,2017-07-20T16:37:42,43.68718,-79.50484,75 Emmett Ave,5,,
169260,2017-12-19T08:51:10,2017-07-31T11:00:32,43.72732,-79.32505,55 Wynford Heights Cres,16,9.6.3.4 Stairway separations,9.6.3.4
169261,2017-07-21T16:35:01,2017-07-21T11:00:37,43.67569,-79.39286,30 Hillsboro Ave,11,,
169262,2018-01-11T13:12:16,2017-08-08T16:13:14,43.75985,-79.31940999999999,14 Rayoak Dr,16,6.2.1.3 Location,6.2.1.3
169263,2017-07-26T17:03:51,2017-07-24T15:54:02,43.7812,-79.24545,1 Lee Centre Dr,24,,
169264,2018-02-26T10:27:15,2017-07-13T10:01:06,43.72546,-79.30394,1530 Victoria Park Ave,16,9.6.2.6 Protection of openings in fire separations,9.6.2.6
169265,2017-12-13T09:28:06,2017-07-21T16:30:26,43.78195,-79.34874,2960 Don Mills Rd E,17,2.4.6.1 Electrical wiring,2.4.6.1
169266,2017-08-03T14:00:45,2017-08-03T14:00:38,43.740970000000004,-79.24461,1299 Danforth Rd,21,,
169267,2017-09-29T00:00:00,2017-07-27T00:00:00,43.730979999999995,-79.3289,16 Concorde Pl,16,1.1.2.2 Retention of records,1.1.2.2
169268,2017-12-01T14:00:34,2017-08-11T16:01:35,43.66725,-79.4054,11 Walmer Rd,11,9.6.2.6 Protection of openings in fire separations,9.6.2.6
169269,2017-08-01T15:28:16,2017-08-01T11:29:06,43.63742,-79.3983,38 Dan Leckie Way,10,,
169270,2017-08-01T10:57:11,2017-08-01T10:57:11,43.700590000000005,-79.51599,1901 Weston Rd,5,,
169271,2018-09-07T09:03:52,2017-07-18T10:06:30,43.691340000000004,-79.50859,333 Sidney Belsey Cres,5,6.2.4.3 Distance above floor,6.2.4.3
169272,2017-11-06T15:17:37,2017-08-01T08:16:36,43.701209999999996,-79.54795,2063 Islington Ave,1,6.3.1.4 Fire Alarm Maintenance ,6.3.1.4
169273,2017-10-03T16:06:37,2017-08-02T16:40:40,43.747479999999996,-79.58332,2645 Kipling Ave,1,,
169274,2017-11-15T08:33:10,2017-09-07T09:08:40,43.70189,-79.44148,855 Roselawn Ave,8,6.2.1.2 Maintenance,6.2.1.2
169275,2017-10-24T10:47:57,2017-07-25T16:29:10,43.6826,-79.51286,20 Fontenay Crt,2,1.1.2.3./6.2.7.5. Records of Test (Fire Extinguishers),1.1.2.3./6.2.7.5.
169276,2017-09-28T16:31:13,2017-07-27T09:44:08,43.695809999999994,-79.44723,659 Northcliffe Blvd,12,,
169277,2017-11-23T09:53:33,2017-07-25T11:29:36,43.72428,-79.5134,170 Chalkfarm Dr,7,6.4.2.1 Hose stations,6.4.2.1
169278,2018-06-05T12:53:21,2017-08-03T16:00:13,43.68908,-79.40305,150 Heath St W,12,1.1.2.3./6.3.3.8 - Records of Test (Smoke Alarms),1.1.2.3./6.3.3.8
169279,2017-08-09T16:09:59,2017-08-09T16:09:59,43.80843,-79.21798000000001,1319 Neilson Rd,25,,
